Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Used_car_price,Brand,Model,Original_cost,Car_age
Jaipur,73000,Diesel,Manual,First,23.4,1248,74,5,4.35,maruti,swift,7.56375,11
Kochi,32227,Petrol,Manual,First,22.74,796,47.3,5,3.26,maruti,alto,4.53,7
Jaipur,55000,Petrol,Manual,First,17,1497,118,5,4.21,honda,city,14.63571429,12
Kochi,11287,Diesel,Automatic,First,12.07,2967,241.4,7,70.36,audi,q7,99.79333333,5
Mumbai,48000,Diesel,Automatic,Second,17,1896,105,5,2.95,skoda,laura,25.2041791,14
Kochi,54308,Petrol,Manual,First,17.1,1591,121.3,5,4.28,hyundai,verna,14.254,11
Jaipur,78442,Petrol,Automatic,First,16.8,1497,118,5,3.57,honda,city,14.63571429,14
Kolkata,46000,Diesel,Manual,First,21.9,1396,88.8,5,3.11,hyundai,i20,9.74,10
Coimbatore,45051,Petrol,Automatic,First,15,1396,98.6,5,5.96,hyundai,i20,9.74,9
Hyderabad,69000,Diesel,Manual,First,20.54,1598,103.6,5,4.7,volkswagen,vento,13.81375,12
Ahmedabad,49000,Petrol,Manual,First,17.4,1497,117.3,5,6.9,honda,city,14.63571429,9
Pune,45000,Diesel,Manual,First,22.95,1248,74,5,5.25,tata,zest,8.34,5
Pune,64000,Diesel,Automatic,First,18.48,1995,177,5,28,bmw,5,67.24571429,8
Delhi,60000,Petrol,Manual,First,18.9,1061,67,5,1.35,maruti,wagon,5.39,14
Delhi,62178,Petrol,Manual,First,18.2,1199,88.7,5,4.85,honda,jazz,8.85,8
Coimbatore,58006,Diesel,Manual,First,15,1896,105,5,6.7,volkswagen,jetta,11.44720833,11
Hyderabad,74000,Petrol,Manual,First,20.36,1197,78.9,5,3.1,hyundai,i10,11.28145047,13
Kochi,77771,Diesel,Automatic,First,19.27,2143,170,5,18.64,mercedes-benz,new,49.49,8
Pune,45275,Petrol,Manual,First,20.36,1197,78.9,5,2.8,hyundai,i10,11.28145047,11
Chennai,48000,Diesel,Manual,First,13.68,2393,147.8,7,20.25,toyota,innova,25.4,7
Kochi,31652,Diesel,Automatic,First,17.68,1968,174.33,5,26.78,audi,a6,62.35666667,8
Hyderabad,109000,Diesel,Manual,Second,12.99,2494,100.6,7,8.26,toyota,innova,23.61366667,13
Mumbai,31978,Petrol,Manual,First,16.47,1198,73.9,5,3.89,volkswagen,polo,9.71375,8
Hyderabad,70000,Petrol,Manual,First,20.92,998,67.1,5,2.1,maruti,alto,4.53,12
Mumbai,15000,Petrol,Automatic,First,18,1497,117.3,5,12.69,honda,city,16.67,6
Coimbatore,59138,Diesel,Manual,First,17,1405,70,5,2.58,tata,indigo,10.75306548,10
Kochi,61726,Diesel,Automatic,First,17.68,1968,174.33,5,20.77,audi,a6,62.35666667,9
Delhi,48000,Diesel,Automatic,First,17.9,2143,136,5,20.26,mercedes-benz,gla,41.94,8
Chennai,58000,Petrol,Manual,Second,0,1086,91.94537954,5,1.5,hyundai,santro,11.28145047,17
Kolkata,60020,Diesel,Manual,First,17.8,1248,74.20637807,5,2.5,maruti,swift,7.56375,12
Hyderabad,77815,Petrol,Automatic,First,23.1,998,67.04,5,4.25,maruti,celerio,5.891666667,9
Hyderabad,29000,Diesel,Automatic,First,17.9,2143,201.15,5,57,mercedes-benz,gle,79.43,6
Delhi,44000,Diesel,Automatic,First,12.7,2179,187.7,5,44,land,rover,104.102,6
Hyderabad,108626,Diesel,Manual,First,20.54,1598,103.6,5,3.65,volkswagen,vento,13.81375,12
Hyderabad,71791,Petrol,Manual,First,14,796,35,5,2.05,maruti,omni,7.55626867,11
Kochi,91931,Petrol,Manual,First,18.5,1198,86.8,5,3.13,honda,brio,6.62,11
Hyderabad,158000,Diesel,Manual,Second,14.07,2956,83.1,7,1.5,tata,sumo,10.75306548,23
Pune,91183,Diesel,Manual,First,18,1248,75,5,2.85,tata,indica,10.75306548,11
Delhi,65000,Petrol,Manual,First,18.9,998,67.1,5,2.65,maruti,wagon,5.39,11
Hyderabad,88428,Diesel,Manual,First,16,2179,140,7,10.6,mahindra,xuv500,18.865,8
Pune,138000,Diesel,Manual,Second,17.1,1396,70,5,1.25,tata,indigo,10.75306548,15
Mumbai,18000,Petrol,Manual,First,16.02,1373,93.7,7,8.25,maruti,ertiga,11.61857143,5
Mumbai,60000,Petrol,Automatic,First,11.7,2354,177.6,5,4.45,honda,accord,11.79582001,12
Kolkata,48000,Diesel,Manual,First,19.3,1248,73.9,5,3.7,maruti,swift,7.56375,11
Hyderabad,160000,Diesel,Manual,First,17.8,1399,68,5,2.8,ford,fiesta,13.57205029,14
Kolkata,40000,Petrol,Manual,First,17.7,1497,78,5,1.8,honda,city,14.63571429,15
Kochi,51495,Diesel,Automatic,First,17.68,1968,174.33,5,21.95,audi,a6,62.35666667,9
Mumbai,30000,Diesel,Automatic,First,9.52,2993,313,4,49,bmw,6,63.44220807,12
Coimbatore,97430,Diesel,Automatic,First,14.75,2967,245,7,62.67,audi,q7,104,6
Pune,42496,CNG,Manual,First,26.3,998,67.1,5,1.4,maruti,zen,7.55626867,15
Pune,83000,Diesel,Manual,First,23,1396,90,5,5.5,hyundai,i20,9.74,11
Bangalore,37000,Petrol,Automatic,Third,16.95,1197,78.9,5,2.95,hyundai,i10,11.28145047,14
Kochi,28503,Petrol,Automatic,First,19,1199,88.7,5,6.86,honda,jazz,9.431666667,7
Hyderabad,76496,Diesel,Manual,First,25.2,1248,74,5,6.15,maruti,swift,7.56375,8
Pune,79152,Petrol,Manual,Second,18.5,1197,82.85,5,3.3,hyundai,i20,9.74,12
Kolkata,32000,Petrol,Manual,First,16.47,1198,73.9,5,2.55,volkswagen,polo,9.71375,12
Ahmedabad,35000,Petrol,Manual,First,19.7,796,46.3,5,1.5,maruti,alto,4.53,14
Chennai,105000,Petrol,Automatic,Second,11.3,1794,125,5,2.5,toyota,corolla,20.97,19
Chennai,56000,Petrol,Manual,Second,19.7,796,46.3,5,1.4,maruti,alto,4.53,17
Pune,73000,Diesel,Manual,First,21.12,1248,88.8,5,3.4,tata,manza,10.75306548,11
Pune,38000,Petrol,Manual,First,19.7,796,46.3,5,2.25,maruti,alto,4.53,11
Kolkata,775000,Diesel,Automatic,First,19.3,1968,141,5,7.5,skoda,octavia,28.37,10
Kolkata,80000,Petrol,Automatic,First,11.3,1794,125,5,2.8,toyota,corolla,20.97,15
Coimbatore,24973,Petrol,Manual,First,18.6,1197,81.83,5,7.66,hyundai,i20,9.74,7
Chennai,45000,Diesel,Manual,First,24.3,1248,88.5,5,7.15,maruti,vitara,9.12,7
Delhi,87430,Petrol,Manual,First,17,1497,118,5,3.5,honda,city,14.63571429,13
Hyderabad,133944,Diesel,Manual,Second,18,1248,75,5,3.5,tata,indica,10.75306548,9
Kolkata,57000,Diesel,Manual,First,25.8,1498,98.6,5,3.45,honda,amaze,8.662857143,10
Coimbatore,27904,Petrol,Manual,First,21.1,814,55.2,5,3.55,hyundai,eon,11.28145047,7
Kochi,30717,Diesel,Automatic,Second,21.76,1995,190,5,25.99,bmw,3,58.67,8
Bangalore,80000,Diesel,Manual,First,22.32,1582,126.32,5,5.25,hyundai,verna,14.254,11
Ahmedabad,47304,Diesel,Manual,First,21.02,1248,88.8,5,2.9,tata,manza,10.75306548,10
Jaipur,100000,Petrol,Automatic,First,14.45,1984,227,5,2.05,skoda,octavia,28.37,18
Pune,30000,Petrol,Manual,First,24.07,998,67.1,5,3.75,maruti,alto,4.48,6
Mumbai,68000,Diesel,Manual,First,22.7,1498,89.84,5,6.75,ford,ecosport,12.10909091,9
Hyderabad,21000,Diesel,Automatic,First,19.33,1999,177,5,52,jaguar,xf,72.64,6
Jaipur,119000,Petrol,Manual,Third,13.1,1997,141.1,5,3.91,honda,cr-v,11.79582001,16
Kochi,13747,Petrol,Automatic,First,14.67,1798,177.46,5,27.3,skoda,superb,36.15,4
Chennai,620000,Petrol,Manual,First,20.36,1197,78.9,5,2.7,hyundai,i10,11.28145047,14
Delhi,70000,Diesel,Manual,First,22.9,1248,74,5,3.5,maruti,swift,7.56375,10
Mumbai,18000,Petrol,Automatic,First,18.5,1197,83.14,5,6.2,maruti,swift,7.56375,7
Chennai,83000,Diesel,Manual,First,23.08,1461,63.1,5,2.75,nissan,micra,8.59,12
Mumbai,130000,Diesel,Manual,First,23.4,1248,74,5,3.25,maruti,swift,7.56375,8
Pune,63400,Diesel,Manual,First,17.8,1399,67,5,3.25,ford,fiesta,13.57205029,11
Kolkata,65000,Petrol,Manual,First,17.3,993,60,5,0.65,maruti,zen,7.55626867,20
Pune,8350,Petrol,Manual,First,13.8,1998,192,5,35,mini,clubman,44.59,6
Kolkata,45000,Diesel,Manual,First,23.59,1364,67.05,5,3.25,toyota,etios,7.432,9
Kolkata,26200,Petrol,Manual,First,24.7,796,47.3,5,2.9,maruti,alto,4.53,5
Bangalore,11000,Petrol,Manual,Third,18.9,796,47,5,2.9,maruti,alto,4.53,12
Bangalore,90000,Diesel,Automatic,Second,11,2993,235,5,17.75,bmw,x5,63.44220807,14
Mumbai,74000,Petrol,Automatic,Second,11.07,2496,179.5,5,8.25,nissan,teana,11.57734694,8
Coimbatore,37081,Petrol,Automatic,First,18.9,1197,82,5,5.77,hyundai,grand,7.2952,8
Hyderabad,39000,Diesel,Manual,First,24.3,1248,88.5,5,9.49,maruti,vitara,12,6
Mumbai,99000,Diesel,Automatic,Third,12.07,2967,241.4,7,12.95,audi,q7,99.79333333,15
Chennai,38000,Diesel,Automatic,First,17.9,2143,136,5,20,mercedes-benz,gla,41.94,8
Chennai,72000,Petrol,Manual,Third,16.1,796,37,4,1,maruti,800,7.55626867,16
Chennai,93000,Diesel,Manual,Second,20.45,1461,83.8,5,7.1,renault,duster,13.87,8
Mumbai,5900,Diesel,Manual,First,21.43,1364,87.2,5,16.5,toyota,corolla,20.97,6
Chennai,25000,Diesel,Manual,First,15.8,2148,170,5,26,mercedes-benz,new,49.49,9
Hyderabad,68000,Diesel,Manual,Second,21.1,1248,73.9,5,3.2,maruti,ritz,7.55626867,13
Kochi,35676,Petrol,Automatic,First,16,1497,117.3,7,9.48,honda,brv,14.65,6
Kochi,74310,Diesel,Manual,First,24.4,1120,71,5,4,hyundai,xcent,8.274,8
Jaipur,59364,Diesel,Automatic,First,14.21,2143,203,5,26.5,mercedes-benz,e-class,82.61833333,9
Kochi,41380,Petrol,Automatic,Second,14.8,1595,120.7,5,11.77,mercedes-benz,b,63.09554084,9
Bangalore,33900,Diesel,Automatic,First,15,2143,204,5,37,mercedes-benz,e-class,82.61833333,6
Mumbai,28000,Petrol,Manual,First,17.8,1497,117.3,5,8.75,honda,city,14.63571429,7
Hyderabad,50958,Petrol,Manual,First,17,1086,91.94537954,5,1.95,hyundai,santro,11.28145047,16
Chennai,93982,Petrol,Manual,First,17,1497,118,5,3.75,honda,city,14.63571429,12
Pune,95000,Petrol,Manual,First,16.2,1599,103.2,5,2.5,hyundai,verna,14.254,13
Mumbai,9000,Petrol,Automatic,First,13.5,1999,246.74,5,34.5,jaguar,xe,53.72,6
Delhi,52516,Petrol,Manual,First,18,1198,86.7,5,4.65,honda,amaze,8.662857143,8
Bangalore,20000,Petrol,Automatic,First,18.86,1598,122,4,32,mini,cooper,41.21714286,8
Coimbatore,56451,Diesel,Automatic,First,13.5,2987,282,5,62.81,mercedes-benz,s,63.09554084,6
Chennai,37000,Petrol,Manual,First,21.1,814,55.2,5,3.25,hyundai,eon,11.28145047,9
Kolkata,17400,Petrol,Manual,First,20.51,998,67.04,5,3.1,maruti,wagon,5.39,9
Coimbatore,90207,Diesel,Manual,First,21.1,1248,73.9,5,3.91,maruti,ritz,7.55626867,12
Chennai,89616,Diesel,Automatic,First,16.07,1995,181,5,11,bmw,3,52.113125,12
Pune,85000,Diesel,Manual,First,13.49,2179,138.03,5,3.5,tata,xenon,10.75306548,9
Chennai,79271,Diesel,Automatic,First,20.38,1968,143,5,16.5,audi,a3,63.78077684,9
Hyderabad,56000,Diesel,Automatic,First,12.7,2179,187.7,5,30,land,rover,104.102,11
Pune,85001,Diesel,Automatic,Second,12,2987,224,7,28,mercedes-benz,gl-class,63.09554084,13
Hyderabad,12000,Diesel,Automatic,First,13.5,2477,175.56,7,28,mitsubishi,pajero,33.91,5
Jaipur,125000,Petrol,Manual,First,19.7,796,46.3,5,0.92,maruti,alto,4.53,13
Pune,53000,Petrol,Manual,First,14,1061,64,5,2.75,maruti,wagon,5.39,10
Coimbatore,34990,Diesel,Automatic,First,12.7,2179,187.7,5,53.83,land,rover,104.102,6
Pune,49768,Petrol,Manual,Second,17.01,1591,121.3,5,4.95,hyundai,verna,14.254,12
Hyderabad,56000,Diesel,Automatic,First,16.73,2993,218,5,33.5,bmw,5,67.24571429,10
Bangalore,75000,Diesel,Automatic,First,14.74,2993,270.9,5,27.95,jaguar,xf,72.64,10
Hyderabad,57000,Petrol,Automatic,First,13.7,1798,157.75,5,7.25,skoda,superb,34.36333333,13
Kochi,37542,Diesel,Automatic,First,15.73,1968,174.33,5,25.71,audi,q3,46.42,6
Coimbatore,95649,Diesel,Automatic,First,12.7,2179,187.7,5,29.67,land,rover,104.102,9
Jaipur,35299,Diesel,Automatic,First,14.84,2143,170,5,19,mercedes-benz,new,49.49,10
Kochi,28464,Diesel,Manual,First,15.4,2179,120,7,13.05,mahindra,scorpio,15.5675283,6
Mumbai,41000,Diesel,Automatic,First,21.76,1995,190,5,25.5,bmw,3,60.88,8
Pune,9000,Petrol,Manual,First,15.4,1497,117.3,7,8.5,honda,br-v,12.51,6
Chennai,92098,Diesel,Automatic,Second,16,2400,215,5,7.25,volvo,s80,45.67,13
Pune,5834,Petrol,Manual,First,13.2,1495,94,5,0.8,hyundai,accent,11.28145047,18
Jaipur,40250,Petrol,Manual,First,17.19,1197,81.86,5,6.9,hyundai,i20,9.74,6
Coimbatore,22397,Petrol,Automatic,First,11.5,2996,367,5,70.99,mercedes-benz,glc,95.38,5
Kolkata,20800,Petrol,Manual,Second,21.1,814,55.2,5,2.25,hyundai,eon,11.28145047,8
Kochi,40322,Petrol,Manual,First,18.9,1197,81.86,5,5.5,hyundai,grand,7.2952,5
Mumbai,52576,Petrol,Manual,First,13,1493,100,5,4.35,honda,city,14.63571429,10
Kolkata,55000,Petrol,Manual,First,16.47,1198,73.9,5,2.25,volkswagen,polo,9.71375,13
Mumbai,47000,Petrol,Automatic,First,15.26,1798,187.74,5,24.5,audi,a6,60.59,7
Hyderabad,42021,Diesel,Manual,First,0,1968,95.96863372,5,5.45,volkswagen,jetta,11.44720833,13
Coimbatore,23163,Petrol,Manual,First,15.29,1591,121.3,5,12.03,hyundai,creta,15.19333333,6
Mumbai,50000,Petrol,Automatic,Second,11.74,1796,186,5,8.5,mercedes-benz,new,49.49,12
Mumbai,11900,Petrol,Automatic,First,16.82,1998,189.08,4,28.5,mini,cooper,44.28,9
Pune,108000,Petrol,Manual,Second,17,1086,91.94537954,5,1.2,hyundai,santro,11.28145047,17
Bangalore,37000,Diesel,Manual,First,23.59,1364,67.04,5,5.75,toyota,etios,7.432,10
Delhi,30000,Petrol,Manual,Second,19.4,1198,86.8,5,3.2,honda,brio,6.8825,9
Coimbatore,143017,Diesel,Automatic,First,20,1968,138.1,5,6.58,skoda,laura,25.2041791,11
Kochi,13102,Petrol,Manual,First,21.1,814,55.2,5,4.06,hyundai,eon,11.28145047,5
Coimbatore,57832,Diesel,Automatic,First,16.2,2993,258,5,25.82,bmw,5,67.24571429,12
Kochi,34267,Petrol,Manual,First,22.74,796,47.3,5,3.74,maruti,alto,4.53,7
Bangalore,33000,Diesel,Automatic,Second,16.8,1984,150,5,22,volvo,v40,45.67,8
Ahmedabad,55100,Petrol,Manual,First,18.9,998,67.1,5,1.45,maruti,wagon,5.39,16
Kolkata,40000,Petrol,Manual,First,17.7,1497,78,5,2,honda,city,14.63571429,15
Kochi,31841,CNG,Manual,First,15.1,1196,73,5,4.7,maruti,eeco,4.9575,6
Coimbatore,82756,Diesel,Manual,First,15.96,2523,62.1,7,7.7,mahindra,bolero,11.28,7
Coimbatore,50243,Petrol,Manual,First,0,1086,91.94537954,5,3.35,hyundai,santro,11.28145047,11
Hyderabad,20600,Petrol,Manual,First,21.1,814,55.2,5,2.6,hyundai,eon,11.28145047,9
Coimbatore,29952,Petrol,Automatic,First,13,1591,121.3,5,13.77,hyundai,creta,15.19333333,6
Mumbai,15000,Petrol,Manual,Second,16.09,1598,103.5,5,7.1,volkswagen,vento,11.48,6
Pune,61938,Petrol,Automatic,Second,12.9,1799,130,5,2.65,honda,civic,11.79582001,15
Hyderabad,67000,Diesel,Manual,First,22.3,1248,74,5,2.5,tata,indica,10.75306548,9
Kochi,61672,Diesel,Manual,First,16,2179,140,7,7.53,mahindra,xuv500,18.865,10
Coimbatore,26185,Petrol,Manual,First,18.6,1197,81.83,5,7.98,hyundai,i20,9.74,6
Bangalore,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,39,audi,q5,63.78077684,9
Chennai,67000,Petrol,Manual,Second,18.5,1197,85.8,5,2.25,maruti,ritz,7.55626867,12
Chennai,66000,Petrol,Manual,Second,13.17,1999,114,5,3.85,mitsubishi,cedia,33.4025,13
Hyderabad,80883,Diesel,Manual,First,12.8,2494,102,7,13.5,toyota,innova,23.61366667,8
Hyderabad,80219,Diesel,Manual,First,27.62,793,47,5,3.5,maruti,celerio,5.891666667,7
Delhi,12923,Diesel,Manual,First,25.1,1248,88.5,5,8.92,maruti,s-cross,11.26,5
Coimbatore,86642,Diesel,Automatic,First,15.17,1968,181,5,20.37,audi,q3,43.65,7
Bangalore,19235,Diesel,Automatic,First,21.76,1995,190,5,36.5,bmw,3,62.07,7
Coimbatore,51002,Diesel,Automatic,First,11.33,4134,335.2,7,48.91,audi,q7,99.79333333,7
Pune,6800,Petrol,Manual,First,18.6,1197,81.83,5,7.2,hyundai,i20,9.74,7
Hyderabad,82749,Diesel,Manual,First,19.01,1461,108.45,5,5.99,renault,duster,13.87,11
Pune,51000,Diesel,Manual,First,24.4,1120,71,5,5.25,hyundai,xcent,8.274,7
Delhi,31465,Diesel,Manual,First,22.7,1498,89.84,5,6.5,ford,ecosport,12.10909091,9
Hyderabad,76476,Petrol,Manual,First,16.47,1198,73.9,5,4.4,volkswagen,polo,9.71375,10
Kolkata,14000,Diesel,Manual,First,24,1120,70,5,4.6,hyundai,grand,7.2952,6
Ahmedabad,47000,Diesel,Manual,First,21.12,1248,88.8,5,2.95,tata,manza,10.75306548,10
Kolkata,48466,Petrol,Manual,First,17,1497,118,5,3.26,honda,city,14.63571429,12
Bangalore,46000,Petrol,Manual,Second,17.92,1086,62.1,5,2.22,hyundai,santro,11.28145047,15
Hyderabad,162663,Diesel,Manual,First,12.99,2494,100,7,10.5,toyota,innova,23.61366667,11
Coimbatore,25142,Diesel,Manual,First,28.09,1248,88.5,5,8.26,maruti,ciaz,11.04333333,6
Delhi,69000,Diesel,Manual,First,12.55,2982,169,7,14.45,toyota,fortuner,36.548,10
Chennai,80524,Petrol,Manual,Second,15.3,1596,96.20556886,5,2.5,ford,fiesta,13.57205029,14
Kochi,26405,Petrol,Automatic,First,12.6,1950,191.34,5,51.43,mercedes-benz,e-class,86.97,5
Chennai,45000,Diesel,Manual,First,15.8,2148,170,5,23,mercedes-benz,new,49.49,9
Kolkata,64284,Diesel,Manual,First,17.72,1968,108.49,5,5.5,skoda,yeti,25.2041791,11
Delhi,27000,Petrol,Manual,First,18.9,1197,82,5,4.5,hyundai,grand,7.2952,8
Hyderabad,3678,Petrol,Manual,First,18.16,1196,86.8,5,6.8,ford,figo,7.65,5
Mumbai,21000,Petrol,Manual,First,16.8,1395,138.02,5,8.75,skoda,octavia,28.37,10
Mumbai,67000,Diesel,Manual,Second,19.87,1461,83.8,5,7,renault,duster,13.87,8
Delhi,24000,Diesel,Automatic,Second,15.68,1999,177,5,33.5,land,rover,104.102,8
Chennai,75000,Diesel,Manual,Second,20,1399,68,5,2.25,ford,figo,7.65,12
Hyderabad,179000,Diesel,Automatic,Second,12.8,2953,156,7,4.24,ford,endeavour,35.29,15
Coimbatore,47198,Diesel,Manual,First,12.55,2982,168.5,7,28.42,toyota,fortuner,36.548,6
Kolkata,52000,Diesel,Manual,First,22.07,1199,73.9,5,2.75,volkswagen,polo,9.71375,11
Jaipur,91000,Diesel,Manual,First,23.2,1248,73.94,5,3,maruti,ritz,7.55626867,12
Pune,60000,Diesel,Manual,First,23.08,1461,63.1,5,3.55,nissan,micra,8.59,10
Kolkata,37873,Diesel,Manual,First,22.32,1582,126.32,5,4.8,hyundai,verna,14.254,10
Kolkata,31000,Petrol,Automatic,First,10.8,2497,150,5,13.5,bmw,5,67.24571429,12
Pune,129000,Diesel,Automatic,First,11,2987,258,7,56,mercedes-benz,gls,100,6
Hyderabad,78000,Petrol,Automatic,First,12,2354,187.4,5,3.99,honda,cr-v,11.79582001,19
Jaipur,59000,Petrol,Manual,Second,19.81,1086,68.05,5,2.32,hyundai,i10,11.28145047,13
Kochi,35437,Diesel,Automatic,First,20,2143,136,5,18.58,mercedes-benz,a,34.63,7
Jaipur,98000,Petrol,Manual,First,16.02,1373,93.7,7,5.5,maruti,ertiga,11.61857143,9
Chennai,72000,Diesel,Manual,Second,18.7,1896,66,5,3.2,skoda,octavia,28.37,17
Pune,79000,Petrol,Manual,First,18,1198,86.7,5,4,honda,amaze,8.662857143,8
Chennai,29000,Petrol,Manual,First,17.3,993,60,5,1.6,maruti,zen,7.55626867,19
Kochi,66012,Petrol,Manual,First,15.5,1586,103.3,5,4.15,maruti,sx4,7.55626867,10
Mumbai,35000,Petrol,Automatic,First,16.5,1198,86.8,5,4.25,honda,brio,6.8825,9
Ahmedabad,75000,Petrol,Manual,First,18.9,998,67.1,5,2.6,maruti,wagon,5.39,12
Mumbai,80000,Petrol,Automatic,Second,12.1,2362,164.7,5,3.43,toyota,camry,24.25263701,15
Delhi,25000,Diesel,Automatic,First,12.55,2982,168.5,7,32,toyota,fortuner,36.548,6
Mumbai,79000,Diesel,Manual,First,22.7,1498,89.84,5,6.25,ford,ecosport,12.10909091,9
Hyderabad,86000,Diesel,Manual,Second,17.8,1248,75,5,3.6,maruti,swift,7.56375,13
Pune,137000,Diesel,Automatic,First,13.5,2987,282,5,18.5,mercedes-benz,s,63.09554084,13
Mumbai,25000,Petrol,Manual,Second,17.3,1497,117.3,7,4.25,honda,mobilio,11.79582001,8
Mumbai,8500,Petrol,Manual,Second,18.9,1197,82,5,4.8,hyundai,grand,7.2952,6
Bangalore,34000,Diesel,Automatic,First,16,2179,140,7,13,mahindra,xuv500,18.865,8
Pune,41629,Petrol,Manual,Second,14.83,1598,105,5,2.25,skoda,fabia,25.2041791,11
Hyderabad,80227,Petrol,Manual,First,17.92,1086,62.1,5,2.3,hyundai,santro,11.28145047,14
Kochi,8587,Petrol,Manual,First,15.29,1591,121.3,5,13.56,hyundai,creta,15.19333333,4
Delhi,30000,Diesel,Manual,First,15.4,1997,120,7,12.25,mahindra,scorpio,15.5675283,6
Pune,64186,Diesel,Manual,First,20.5,1598,103.5,5,3.76,skoda,rapid,14.132,10
Coimbatore,76427,Diesel,Manual,First,19.01,1461,108.45,5,8.58,renault,duster,13.87,8
Hyderabad,75000,Diesel,Automatic,First,11.7,2993,245,5,27.5,bmw,x5,63.44220807,12
Coimbatore,27075,Petrol,Manual,First,17.6,1496,88.73,5,4.95,toyota,etios,7.432,10
Ahmedabad,30000,Petrol,Manual,First,22.5,998,67.04,5,3.3,maruti,wagon,4.74,11
Chennai,69434,Petrol,Manual,First,15.8,1591,121.3,5,8,hyundai,creta,14.84,7
Jaipur,56000,Petrol,Manual,First,23.1,998,67.04,5,2.79,maruti,celerio,5.891666667,9
Coimbatore,49275,Diesel,Automatic,First,12.7,2179,187.7,5,45.64,land,rover,104.102,6
Ahmedabad,18000,Petrol,Manual,Second,25.4,624,37.5,4,1,tata,nano,10.75306548,9
Coimbatore,41041,Diesel,Automatic,First,17.68,1968,174.33,5,37.56,audi,a6,62.35666667,6
Kochi,80464,Diesel,Automatic,Second,11,2987,198.5,5,9.29,mercedes-benz,e-class,82.61833333,14
Kochi,20667,Petrol,Manual,First,22,1197,81.8,5,6.37,maruti,swift,7.56375,4
Coimbatore,60283,Petrol,Manual,First,14.6,1368,112,5,2.98,fiat,linea,9.5,10
Kochi,31696,Petrol,Manual,First,20.4,1197,81.8,5,5.75,maruti,swift,7.56375,6
Hyderabad,100000,Diesel,Manual,First,11.5,2982,171,7,13,toyota,fortuner,36.548,13
Mumbai,13361,Petrol,Manual,First,16.02,1373,93.7,7,6.8,maruti,ertiga,11.61857143,9
Coimbatore,48394,Petrol,Automatic,First,12.05,1995,154,5,10.49,bmw,3,52.113125,13
Jaipur,47399,Petrol,Manual,First,16.02,1373,93.7,7,5.6,maruti,ertiga,11.61857143,9
Mumbai,69000,Petrol,Automatic,Second,16.8,1497,118,5,2.85,honda,city,14.63571429,13
Coimbatore,65278,Diesel,Manual,First,14.66,2199,194.3,7,8.36,hyundai,santa,11.28145047,10
Jaipur,108000,Diesel,Manual,First,17,1405,70,5,1,tata,indigo,10.75306548,18
Kolkata,50645,Petrol,Automatic,Second,10.93,2497,204,5,10.75,mercedes-benz,e-class,82.61833333,13
Hyderabad,130002,Diesel,Manual,First,19.3,1248,73.9,5,3.85,maruti,swift,7.56375,12
Hyderabad,107000,Diesel,Manual,First,17.8,1399,67,5,3,ford,fiesta,13.57205029,11
Coimbatore,41950,Petrol,Automatic,First,18,1497,117.3,5,9.6,honda,city,14.63571429,8
Delhi,109000,Diesel,Manual,First,13,2982,168.5,7,13.25,toyota,fortuner,36.548,11
Mumbai,9000,Petrol,Manual,First,18,1198,86.7,5,5.75,honda,amaze,8.662857143,7
Delhi,43900,Diesel,Manual,First,22.54,1396,88.73,5,6.75,hyundai,i20,9.74,9
Kochi,13190,Petrol,Automatic,First,0,1950,181.43,5,38.99,mercedes-benz,new,49.49,4
Mumbai,77652,Petrol,Automatic,First,12.6,1586,103.2,5,2.85,maruti,sx4,7.55626867,14
Mumbai,55000,Diesel,Manual,First,12.99,2494,100,7,9.51,toyota,innova,23.61366667,11
Ahmedabad,59900,Diesel,Automatic,Second,18.48,1995,177,5,18.5,bmw,5,67.24571429,11
Delhi,73539,Diesel,Manual,First,19.01,1461,108.45,5,6.75,renault,duster,13.87,8
Coimbatore,31645,Diesel,Automatic,First,20.68,1995,190,5,29.4,bmw,x1,48.18,6
Kochi,69690,Petrol,Manual,First,17.7,1497,78,5,3.29,honda,city,14.63571429,14
Delhi,41000,Diesel,Manual,First,28.09,1248,88.5,5,9.5,maruti,ciaz,11.04333333,7
Pune,109200,Petrol,Manual,Second,17.5,1298,85.8,5,2.2,maruti,swift,7.56375,13
Pune,80000,Diesel,Manual,First,15.1,2179,140,7,6.5,mahindra,xuv500,18.865,11
Ahmedabad,51000,Petrol,Manual,First,13.5,1799,130,5,4.9,honda,civic,11.79582001,16
Pune,105000,Diesel,Manual,Second,25.47,1248,88.5,7,6.75,maruti,ertiga,12.34,10
Chennai,179000,Diesel,Manual,First,23.59,1364,67.04,5,3.8,toyota,etios,7.432,10
Delhi,12100,Petrol,Automatic,First,9.9,1984,207.8,2,29.5,audi,tt,63.78077684,10
Hyderabad,31000,Diesel,Manual,First,21.13,1498,108.4,5,10.5,skoda,rapid,15.38,6
Hyderabad,50000,Diesel,Manual,First,20.14,1498,88.8,5,6.2,volkswagen,polo,9.71375,8
Jaipur,48000,Diesel,Automatic,First,17,1896,105,5,5,skoda,laura,25.2041791,14
Chennai,35000,Diesel,Manual,First,19.2,1461,65,5,2.3,mahindra,renault,15.5675283,16
