,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Variant,New_Price1
181,ford fiesta 1.4 tdci exi limited edition,Chennai,2006,216000,Diesel,Manual,Second,17.8,1399,68,5,1.45,ford,fiesta,1.4 tdci exi limited edition,13.57205029
182,bmw 5 series 520d luxury line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48,1995,190,5,33.5,bmw,5,series 520d luxury line,69.47
184,volkswagen polo diesel highline 1.2l,Hyderabad,2012,63000,Diesel,Manual,First,22.07,1199,73.9,5,4.2,volkswagen,polo,diesel highline 1.2l,9.71375
185,renault lodgy 110ps rxz 8 seater,Mumbai,2015,25000,Diesel,Manual,First,19.98,1461,108.5,8,6.75,renault,lodgy,110ps rxz 8 seater,11.74394958
186,mercedes-benz e-class e250 cdi avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13,2143,201.1,5,32,mercedes-benz,e-class,e250 cdi avantgrade,82.61833333
187,maruti baleno alpha,Kochi,2017,24773,Petrol,Manual,First,21.4,1197,83.1,5,7.5,maruti,baleno,alpha,8.78
188,hyundai verna 1.6 sx,Delhi,2012,62000,Diesel,Manual,First,22.32,1582,126.32,5,4.6,hyundai,verna,1.6 sx,14.254
189,hyundai i10 magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81,1086,68.05,5,4.04,hyundai,i10,magna 1.1,11.28145047
190,mahindra scorpio 1.99 s10 4wd,Kochi,2016,56739,Diesel,Manual,First,15.4,1997,120,7,10.31,mahindra,scorpio,1.99 s10 4wd,15.5675283
191,land rover range rover 2.2l dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7,2179,187.7,5,55.76,land,rover,range rover 2.2l dynamic,104.102
192,ford figo diesel zxi,Chennai,2010,120000,Diesel,Manual,First,20,1399,68,5,2.6,ford,figo,diesel zxi,7.65
193,maruti ertiga zdi,Mumbai,2016,33000,Diesel,Manual,First,25.47,1248,88.5,7,8.5,maruti,ertiga,zdi,12.74
194,honda city 1.5 gxi,Ahmedabad,2007,60006,Petrol,Manual,First,0,1508.686567,108.990209,5,2.95,honda,city,1.5 gxi,14.63571429
195,honda amaze s i-dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8,1498,98.6,5,3.5,honda,amaze,s i-dtech,8.662857143
196,hyundai i10 magna,Jaipur,2015,43571,Petrol,Manual,First,20.36,1197,78.9,5,3.55,hyundai,i10,magna,11.28145047
197,honda amaze s i-dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8,1498,98.6,5,3.25,honda,amaze,s i-dtech,8.662857143
198,skoda laura ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5,1896,106,5,4.5,skoda,laura,ambiente,25.2041791
199,renault duster 85ps diesel rxl,Delhi,2014,90000,Diesel,Manual,First,19.87,1461,83.8,5,5.35,renault,duster,85ps diesel rxl,13.87
200,mahindra nuvosport n6,Chennai,2017,29000,Diesel,Manual,Second,17.45,1493,100,7,6.5,mahindra,nuvosport,n6,10.52
201,maruti vitara brezza zdi plus dual tone,Mumbai,2016,20000,Diesel,Manual,First,24.3,1248,88.5,5,9,maruti,vitara,brezza zdi plus dual tone,11.98
202,hyundai i20 asta option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6,1197,81.83,5,6,hyundai,i20,asta option 1.2,9.74
203,skoda fabia 1.4 mpi ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7,1390,85,5,2.75,skoda,fabia,1.4 mpi ambiente,25.2041791
204,tata indigo ecs glx,Pune,2010,70500,Petrol,Manual,First,15.64,1193,64.1,5,1.5,tata,indigo,ecs glx,10.75306548
205,audi q3 2012-2015 35 tdi quattro premium plus,Delhi,2015,64103,Diesel,Automatic,First,15.73,1968,174.33,5,19.9,audi,q3,2012-2015 35 tdi quattro premium plus,46.42
206,skoda octavia elegance 1.8 tsi at,Mumbai,2014,76000,Petrol,Automatic,First,14.7,1798,177.5,5,10,skoda,octavia,elegance 1.8 tsi at,28.37
207,toyota etios liva gd sp,Delhi,2014,104000,Diesel,Manual,First,23.59,1364,67.06,5,3,toyota,etios,liva gd sp,7.432
208,maruti swift 1.3 vxi,Kolkata,2010,42001,Petrol,Manual,First,16.1,1150.991513,74.20637807,5,2.11,maruti,swift,1.3 vxi,7.56375
209,mercedes-benz b class b180,Kochi,2014,37245,Petrol,Automatic,First,14.8,1595,120.7,5,11.96,mercedes-benz,b,class b180,63.09554084
210,honda amaze s diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4,1498,98.6,5,3.25,honda,amaze,s diesel,8.54
211,hyundai verna 1.6 sx,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582,126.32,5,4.75,hyundai,verna,1.6 sx,14.254
212,renault duster 85ps diesel rxl optional,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461,83.8,5,5.95,renault,duster,85ps diesel rxl optional,13.87
213,hyundai creta 1.6 vtvt s,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591,121.3,5,8.15,hyundai,creta,1.6 vtvt s,15.19333333
214,maruti wagon r amt vxi,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998,67,5,4.22,maruti,wagon,r amt vxi,5.39
215,mercedes-benz new c-class c250 avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796,186,5,10.5,mercedes-benz,new,c-class c250 avantgarde,49.49
216,audi a8 l 3.0 tdi quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967,246.7,5,45,audi,a8,l 3.0 tdi quattro,63.78077684
217,hyundai i10 magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81,1086,68.05,5,2.9,hyundai,i10,magna 1.1,11.28145047
218,skoda rapid 1.6 mpi at style black package,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598,103.52,5,8.9,skoda,rapid,1.6 mpi at style black package,14.132
219,skoda superb style 1.8 tsi at,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798,177.46,5,26,skoda,superb,style 1.8 tsi at,33.58
220,hyundai i20 active 1.2 sx,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197,81.86,5,8.22,hyundai,i20,active 1.2 sx,9.74
221,honda amaze vx i-dtec,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498,98.6,5,3.5,honda,amaze,vx i-dtec,8.662857143
222,maruti wagon r lxi,Chennai,2004,61000,Petrol,Manual,Second,18.9,998,67.1,5,1.25,maruti,wagon,r lxi,5.39
223,mahindra verito 1.5 d4 bsiv,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461,65,5,3.7,mahindra,verito,1.5 d4 bsiv,9.12
224,mercedes-benz new c-class c 220d avantgarde edition c,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143,167.62,5,39.41,mercedes-benz,new,c-class c 220d avantgarde edition c,49.49
225,maruti wagon r vxi,Kolkata,2013,32000,Petrol,Manual,First,22.5,998,67.04,5,2.65,maruti,wagon,r vxi,5.29
226,nissan terrano xv premium 110 ps anniversary edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461,108.5,5,8.92,nissan,terrano,xv premium 110 ps anniversary edition,15.855
227,maruti swift vdi bsiv,Delhi,2013,47000,Diesel,Manual,First,17.8,1248,74.20637807,5,4.1,maruti,swift,vdi bsiv,7.56375
228,mini cooper convertible s,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998,189.08,4,35.67,mini,cooper,convertible s,44.28
229,ford figo diesel,Bangalore,2015,70436,Diesel,Manual,First,0,1498,99,5,3.6,ford,figo,diesel,7.65
230,tata indica v2 dls bsii,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396,53.5,5,0.85,tata,indica,v2 dls bsii,10.75306548
232,volkswagen polo diesel comfortline 1.2l,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5,3.6,volkswagen,polo,diesel comfortline 1.2l,9.71375
233,maruti swift zdi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248,74,5,6.8,maruti,swift,zdi,7.56375
234,ford figo diesel exi,Kolkata,2012,41284,Diesel,Manual,First,20,1399,68.05,5,2.5,ford,figo,diesel exi,7.65
235,toyota innova crysta 2.8 gx at,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755,171.5,7,19.64,toyota,innova,crysta 2.8 gx at,20.74
236,hyundai santa fe 4x4 at,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199,194.3,7,7,hyundai,santa,fe 4x4 at,11.28145047
237,honda city i-vtec v,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497,117.3,5,3.87,honda,city,i-vtec v,11.74
238,hyundai i20 1.2 magna executive,Kochi,2018,14960,Petrol,Manual,First,18.6,1197,81.83,5,6.27,hyundai,i20,1.2 magna executive,9.74
239,mercedes-benz new c-class c 220d avantgarde edition c,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143,167.62,5,18.12,mercedes-benz,new,c-class c 220d avantgarde edition c,49.49
241,hyundai i20 sportz 1.4 crdi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396,88.73,5,7.2,hyundai,i20,sportz 1.4 crdi,9.74
242,toyota innova 2.5 z diesel 7 seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494,100.6,7,14.3,toyota,innova,2.5 z diesel 7 seater,23.61366667
243,maruti ertiga vdi,Chennai,2013,52000,Diesel,Manual,First,20.77,1248,88.76,7,6.9,maruti,ertiga,vdi,11.61857143
244,toyota innova 2.5 v diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494,102,7,10.75,toyota,innova,2.5 v diesel 7-seater,23.61366667
245,hyundai santro xing xo erlx euro ii,Mumbai,2007,72000,Petrol,Manual,Third,17,1086,91.94537954,5,0.95,hyundai,santro,xing xo erlx euro ii,11.28145047
246,honda city i vtec v,Kochi,2016,33915,Petrol,Manual,First,17.8,1497,117.3,5,8.09,honda,city,i vtec v,14.63571429
247,bmw x1 sdrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995,184,5,18.5,bmw,x1,sdrive20d,49.296
248,hyundai grand i10 crdi era,Mumbai,2017,33000,Diesel,Manual,First,24,1120,70,5,4.75,hyundai,grand,i10 crdi era,7.2952
249,maruti ciaz 1.3 alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248,88.5,5,8.45,maruti,ciaz,1.3 alpha,11.04333333
250,skoda rapid leisure 1.6 tdi mt,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598,103.6,5,3.5,skoda,rapid,leisure 1.6 tdi mt,14.132
251,hyundai accent crdi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493,82,5,1.8,hyundai,accent,crdi,11.28145047
252,volkswagen polo gt 1.5 tdi,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5,3.7,volkswagen,polo,gt 1.5 tdi,9.71375
253,honda jazz 1.2 vx i vtec,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199,88.7,5,7.17,honda,jazz,1.2 vx i vtec,9.431666667
254,hyundai i10 era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086,68.05,5,1.75,hyundai,i10,era,11.28145047
255,hyundai tucson 2.0 e-vgt 2wd at gls,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995,183,5,21.99,hyundai,tucson,2.0 e-vgt 2wd at gls,25.75
256,toyota innova crysta 2.4 zx mt,Pune,2017,43000,Diesel,Manual,First,13.68,2393,147.8,7,18.65,toyota,innova,crysta 2.4 zx mt,25.52
257,maruti omni mpi cargo bsiii w/ immobiliser,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796,35,5,1.85,maruti,omni,mpi cargo bsiii w/ immobiliser,7.55626867
258,maruti swift vxi bsiv,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197,81.8,5,5.95,maruti,swift,vxi bsiv,7.56375
259,hyundai grand i10 magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197,82,5,3.75,hyundai,grand,i10 magna,7.2952
260,maruti swift vdi,Pune,2012,120000,Diesel,Manual,First,22.9,1248,74,5,3.75,maruti,swift,vdi,7.56375
261,hyundai verna crdi 1.6 sx,Hyderabad,2008,143275,Diesel,Manual,First,22,1582,126.2,5,2.6,hyundai,verna,crdi 1.6 sx,14.07
262,hyundai santro xing xl,Hyderabad,2006,99000,Petrol,Manual,First,0,1086,91.94537954,5,1.75,hyundai,santro,xing xl,11.28145047
263,hyundai i20 1.2 sportz,Mumbai,2010,52000,Petrol,Manual,First,17,1197,80,5,2.8,hyundai,i20,1.2 sportz,9.74
264,mercedes-benz gle 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987,254.79,5,61.29,mercedes-benz,gle,350d,95.13
265,mercedes-benz new c-class c 220 cdi classic,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148,170,5,18,mercedes-benz,new,c-class c 220 cdi classic,49.49
266,maruti ritz zdi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5,4.35,maruti,ritz,zdi,7.55626867
267,hyundai creta 1.6 crdi sx,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582,126.2,5,13.75,hyundai,creta,1.6 crdi sx,15.19333333
268,maruti a-star vxi,Pune,2010,67000,Petrol,Manual,First,19,998,66.1,5,2,maruti,a-star,vxi,7.55626867
269,renault duster 110ps diesel rxz option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461,108.45,5,10,renault,duster,110ps diesel rxz option,13.87
270,fiat grande punto 1.3 emotion pack (diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1248,76,5,1.65,fiat,grande,punto 1.3 emotion pack (diesel),9.5
271,bmw x3 xdrive30d m sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993,258,5,45.77,bmw,x3,xdrive30d m sport,69.59
272,hyundai i10 sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5,3.25,hyundai,i10,sportz,11.28145047
273,toyota innova 2.5 g4 diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2494,102,7,12.8,toyota,innova,2.5 g4 diesel 7-seater,23.61366667
274,maruti zen vxi bsii,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993,60,5,0.55,maruti,zen,vxi bsii,7.55626867
275,maruti swift vdi,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248,74,5,7.15,maruti,swift,vdi,7.56375
276,mahindra scorpio vlx 2.2 mhawk airbag bsiv,Pune,2013,105000,Diesel,Manual,Second,12.05,2179,120,8,7,mahindra,scorpio,vlx 2.2 mhawk airbag bsiv,15.5675283
277,tata zest quadrajet 1.3 75ps xe,Pune,2017,121900,Diesel,Manual,First,22.95,1248,74,5,3.75,tata,zest,quadrajet 1.3 75ps xe,8.34
278,ford ecosport 1.0 ecoboost titanium plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,999,123.24,5,8.5,ford,ecosport,1.0 ecoboost titanium plus,12.10909091
279,maruti swift dzire zdi,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248,74,5,4.35,maruti,swift,dzire zdi,7.56375
280,maruti alto 800 lxi,Kochi,2016,32227,Petrol,Manual,First,22.74,796,47.3,5,3.26,maruti,alto,800 lxi,4.53
281,honda city 1.5 s mt,Jaipur,2011,55000,Petrol,Manual,First,17,1497,118,5,4.21,honda,city,1.5 s mt,14.63571429
282,audi q7 3.0 tdi quattro technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7,70.36,audi,q7,3.0 tdi quattro technology,99.79333333
283,skoda laura 1.9 tdi at ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17,1896,105,5,2.95,skoda,laura,1.9 tdi at ambiente,25.2041791
284,hyundai verna 1.6 sx vtvt (o),Kochi,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5,4.28,hyundai,verna,1.6 sx vtvt (o),14.254
285,honda city 1.5 v at,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497,118,5,3.57,honda,city,1.5 v at,14.63571429
286,hyundai i20 magna optional 1.4 crdi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5,3.11,hyundai,i20,magna optional 1.4 crdi,9.74
287,hyundai i20 sportz at 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15,1396,98.6,5,5.96,hyundai,i20,sportz at 1.4,9.74
288,volkswagen vento diesel highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5,4.7,volkswagen,vento,diesel highline,13.81375
289,honda city i vtec vx,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5,6.9,honda,city,i vtec vx,14.63571429
290,tata zest quadrajet 1.3 75ps xe,Pune,2018,45000,Diesel,Manual,First,22.95,1248,74,5,5.25,tata,zest,quadrajet 1.3 75ps xe,8.34
291,bmw 5 series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1995,177,5,28,bmw,5,series 2003-2012 520d,67.24571429
292,maruti wagon r lxi minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061,67,5,1.35,maruti,wagon,r lxi minor,5.39
293,honda jazz vx,Delhi,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5,4.85,honda,jazz,vx,8.85
294,volkswagen jetta 2007-2011 2.0 tdi comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15,1896,105,5,6.7,volkswagen,jetta,2007-2011 2.0 tdi comfortline,11.44720833
295,hyundai i10 magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5,3.1,hyundai,i10,magna 1.2,11.28145047
296,mercedes-benz new c-class c 220 cdi avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143,170,5,18.64,mercedes-benz,new,c-class c 220 cdi avantgarde,49.49
297,hyundai i10 magna 1.2 itech se,Pune,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5,2.8,hyundai,i10,magna 1.2 itech se,11.28145047
298,toyota innova crysta 2.4 zx mt,Chennai,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7,20.25,toyota,innova,crysta 2.4 zx mt,25.4
299,audi a6 2011-2015 2.0 tdi technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5,26.78,audi,a6,2011-2015 2.0 tdi technology,62.35666667
300,toyota innova 2.5 vx (diesel) 7 seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7,8.26,toyota,innova,2.5 vx (diesel) 7 seater,23.61366667
301,volkswagen polo petrol trendline 1.2l,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5,3.89,volkswagen,polo,petrol trendline 1.2l,9.71375
302,maruti alto k10 lxi,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,67.1,5,2.1,maruti,alto,k10 lxi,4.53
303,honda city i-vtec cvt zx,Mumbai,2017,15000,Petrol,Automatic,First,18,1497,117.3,5,12.69,honda,city,i-vtec cvt zx,16.67
304,tata indigo lx,Coimbatore,2013,59138,Diesel,Manual,First,17,1405,70,5,2.58,tata,indigo,lx,10.75306548
305,audi a6 2011-2015 2.0 tdi premium plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5,20.77,audi,a6,2011-2015 2.0 tdi premium plus,62.35666667
306,mercedes-benz gla class 200 cdi sport,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143,136,5,20.26,mercedes-benz,gla,class 200 cdi sport,41.94
307,hyundai santro xing xl,Chennai,2006,58000,Petrol,Manual,Second,0,1086,91.94537954,5,1.5,hyundai,santro,xing xl,11.28145047
308,maruti swift vdi bsiv,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248,74.20637807,5,2.5,maruti,swift,vdi bsiv,7.56375
309,maruti celerio vxi at,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5,4.25,maruti,celerio,vxi at,5.891666667
310,mercedes-benz gle 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5,57,mercedes-benz,gle,250d,79.43
311,land rover range rover hse dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5,44,land,rover,range rover hse dynamic,104.102
312,volkswagen vento diesel trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598,103.6,5,3.65,volkswagen,vento,diesel trendline,13.81375
313,maruti omni 8 seater bsiv,Hyderabad,2012,71791,Petrol,Manual,First,14,796,35,5,2.05,maruti,omni,8 seater bsiv,7.55626867
314,honda brio 1.2 vx mt,Kochi,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5,3.13,honda,brio,1.2 vx mt,6.62
315,tata sumo delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7,1.5,tata,sumo,delux,10.75306548
316,tata indica vista aura 1.3 quadrajet,Pune,2012,91183,Diesel,Manual,First,18,1248,75,5,2.85,tata,indica,vista aura 1.3 quadrajet,10.75306548
317,maruti wagon r lxi bs iv,Delhi,2012,65000,Petrol,Manual,First,18.9,998,67.1,5,2.65,maruti,wagon,r lxi bs iv,5.39
318,mahindra xuv500 w8 4wd,Hyderabad,2015,88428,Diesel,Manual,First,16,2179,140,7,10.6,mahindra,xuv500,w8 4wd,18.865
319,tata indigo ls dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1396,70,5,1.25,tata,indigo,ls dicor,10.75306548
320,maruti ertiga paseo vxi,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7,8.25,maruti,ertiga,paseo vxi,11.61857143
321,honda accord 2.4 a/t,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5,4.45,honda,accord,2.4 a/t,11.79582001
322,maruti swift dzire vdi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5,3.7,maruti,swift,dzire vdi,7.56375
323,ford fiesta exi 1.4 tdci ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399,68,5,2.8,ford,fiesta,exi 1.4 tdci ltd,13.57205029
324,honda city zx gxi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78,5,1.8,honda,city,zx gxi,14.63571429
325,audi a6 2011-2015 2.0 tdi premium plus,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5,21.95,audi,a6,2011-2015 2.0 tdi premium plus,62.35666667
326,bmw 6 series 640d gran coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993,313,4,49,bmw,6,series 640d gran coupe,63.44220807
327,audi q7 45 tdi quattro technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967,245,7,62.67,audi,q7,45 tdi quattro technology,104
328,maruti zen estilo lxi green (cng),Pune,2008,42496,CNG,Manual,First,26.3,998,67.1,5,1.4,maruti,zen,estilo lxi green (cng),7.55626867
329,hyundai i20 1.4 crdi asta,Pune,2012,83000,Diesel,Manual,First,23,1396,90,5,5.5,hyundai,i20,1.4 crdi asta,9.74
330,hyundai i10 sportz at,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5,2.95,hyundai,i10,sportz at,11.28145047
331,honda jazz 1.2 v cvt i vtec,Kochi,2016,28503,Petrol,Automatic,First,19,1199,88.7,5,6.86,honda,jazz,1.2 v cvt i vtec,9.431666667
332,maruti swift vdi bsiv,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248,74,5,6.15,maruti,swift,vdi bsiv,7.56375
333,hyundai i20 asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5,3.3,hyundai,i20,asta 1.2,9.74
334,volkswagen polo petrol comfortline 1.2l,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5,2.55,volkswagen,polo,petrol comfortline 1.2l,9.71375
335,maruti alto lxi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5,1.5,maruti,alto,lxi,4.53
336,toyota corolla h4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794,125,5,2.5,toyota,corolla,h4,20.97
337,maruti alto lxi,Chennai,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5,1.4,maruti,alto,lxi,4.53
338,tata manza elan quadrajet bs iv,Pune,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5,3.4,tata,manza,elan quadrajet bs iv,10.75306548
339,maruti alto lxi,Pune,2012,38000,Petrol,Manual,First,19.7,796,46.3,5,2.25,maruti,alto,lxi,4.53
340,skoda octavia ambition plus 2.0 tdi at,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968,141,5,7.5,skoda,octavia,ambition plus 2.0 tdi at,28.37
341,toyota corolla h4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794,125,5,2.8,toyota,corolla,h4,20.97
342,hyundai i20 asta option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5,7.66,hyundai,i20,asta option 1.2,9.74
343,maruti vitara brezza ldi,Chennai,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5,7.15,maruti,vitara,brezza ldi,9.12
344,honda city 1.5 v mt,Delhi,2010,87430,Petrol,Manual,First,17,1497,118,5,3.5,honda,city,1.5 v mt,14.63571429
345,tata indica vista aqua 1.3 quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18,1248,75,5,3.5,tata,indica,vista aqua 1.3 quadrajet,10.75306548
346,honda amaze s i-dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5,3.45,honda,amaze,s i-dtech,8.662857143
347,hyundai eon d lite plus,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814,55.2,5,3.55,hyundai,eon,d lite plus,11.28145047
348,bmw 3 series luxury line,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995,190,5,25.99,bmw,3,series luxury line,58.67
349,hyundai verna 1.6 sx,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5,5.25,hyundai,verna,1.6 sx,14.254
350,tata manza club class quadrajet90 ls,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5,2.9,tata,manza,club class quadrajet90 ls,10.75306548
351,skoda octavia rs,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984,227,5,2.05,skoda,octavia,rs,28.37
352,maruti alto k10 vxi,Pune,2017,30000,Petrol,Manual,First,24.07,998,67.1,5,3.75,maruti,alto,k10 vxi,4.48
353,ford ecosport 1.5 dv5 mt titanium optional,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5,6.75,ford,ecosport,1.5 dv5 mt titanium optional,12.10909091
